线路编码,线路名称,设备编码,内部编码,车牌号
10775,施崂专线,059L2360,W9B-022,沪B-D9940
10775,施崂专线,059L2321,W9B-021,沪B-D9430
10775,施崂专线,059L2042,W9B-010,沪B-D9487
10775,施崂专线,059L1721,W9B-012,沪B-D9547
10775,施崂专线,059L2083,W9B-011,沪B-D9342
10775,施崂专线,059L2323,W9B-002,沪B-D9431
10775,施崂专线,059L2288,W9B-003,沪B-E0406
10775,施崂专线,059L2045,W9B-004,沪B-D9453
10775,施崂专线,059L2310,W9B-005,沪B-D9407
10775,施崂专线,059L2291,W9B-006,沪B-E0240
10775,施崂专线,059L2062,W9B-007,沪B-D9045
10775,施崂专线,059L2298,W9B-008,沪B-E0146
10775,施崂专线,059L3259,W9B-009,沪B-D9417
10775,施崂专线,059L0680,W9B-013,沪B-E0140
10775,施崂专线,059L1996,W9B-014,沪B-D9461
10775,施崂专线,059L2313,W9B-015,沪B-D9420
10775,施崂专线,059L2117,W9B-016,沪B-E0253
10775,施崂专线,059L3088,W9B-017,沪B-E0142
10775,施崂专线,059L2308,W9B-018,沪B-E0341
10775,施崂专线,059L0222,W9B-020,沪B-E0410
12103,书院2路,260L0122,J7A-031,沪B-90237
12103,书院2路,260L0277,J7A-035,沪B-89946
12104,书院3路,260K0045,J7A-025,沪B-90231
12104,书院3路,260L0116,J7A-028,沪B-90342
12104,书院3路,269L3375,W7C-025,沪DC5803
20004,四分班车,229L2659,W7C-054,沪D-F4818
20004,四分班车,22TST125,S0H-033,沪B-32000
20004,四分班车,229L0661,S0H-031,沪B-31981
20004,四分班车,229L0681,S0F-020,沪B-80725
20004,四分班车,229L0601,S0F-021,沪B-80741
20004,四分班车,229L0667,S0F-022,沪B-80742
20004,四分班车,229L0059,S0H-032,沪B-31998
20004,四分班车,229L0211,W2F-046,沪D-61538
20004,四分班车,229L1344,W2F-047,沪D-61525
20004,四分班车,220G0035,L2B-002,沪B-47029
20004,四分班车,220K0179,L2B-003,沪B-47036
20004,四分班车,229L0655,S0F-023,沪B-80752
20004,四分班车,220H0139,L2B-005,沪B-46957
20004,四分班车,229L0788,S0F-024,沪B-80763
20004,四分班车,229L2817,W7C-055,沪D-F4812
10844,隧道九线,559L2856,S0J-009,沪D-97793
10844,隧道九线,559L2809,S0J-028,沪D-97818
10844,隧道九线,559L3245,S0J-023,沪D-97772
10844,隧道九线,559L3121,S0J-024,沪D-97753
10844,隧道九线,559L3012,S0J-030,沪D-97527
10844,隧道九线,559L3149,S0J-033,沪D-97831
10844,隧道九线,559L0529,S0J-035,沪D-97823
10844,隧道九线,559L1723,S0J-001,沪D-97776
10844,隧道九线,559L0775,S0J-002,沪D-97826
10844,隧道九线,559L3018,S0J-003,沪D-97745
10844,隧道九线,559L2275,S0J-008,沪D-97765
10844,隧道九线,559L1754,S0J-010,沪D-97748
10844,隧道九线,559L2974,S0J-013,沪D-97790
10844,隧道九线,559L3192,S0J-014,沪D-97762
10844,隧道九线,559L0720,S0J-020,沪D-97806
10844,隧道九线,559L2543,W9D-095,沪D-82476
10844,隧道九线,559L1318,W9D-094,沪D-82416
10844,隧道九线,559L2710,W9D-092,沪D-82443
10844,隧道九线,559L3185,S0J-052,沪D-97771
10844,隧道九线,559L1578,W9D-096,沪D-82465
10844,隧道九线,559L2381,W9D-093,沪D-82470
10841,隧道六线,059L1897,S2F-031,沪B-20773
10841,隧道六线,059L2264,S2F-032,沪B-20778
10841,隧道六线,059L2184,S0I-074,沪D-48451
10841,隧道六线,059L2099,S2F-047,沪B-21140
10841,隧道六线,059L3150,S2F-050,沪B-21147
10841,隧道六线,059L1855,S2F-041,沪B-22142
10841,隧道六线,059L1237,S2F-043,沪B-22315
10841,隧道六线,059L1992,W1A-003,沪D-94179
10841,隧道六线,059L2879,W1A-002,沪D-94165
10841,隧道六线,059L2919,W1A-004,沪D-94135
10841,隧道六线,059L1842,S2F-052,沪B-21045
10841,隧道六线,059L1861,S2F-042,沪B-22295
10841,隧道六线,053L0232,S0I-053,沪D-41491
10841,隧道六线,059L0626,S0I-055,沪D-50527
10841,隧道六线,059L2632,S0I-057,沪D-48493
10841,隧道六线,059L2892,S0I-059,沪D-50526
10841,隧道六线,053L0236,S0I-062,沪D-50517
10841,隧道六线,059L0972,S0I-064,沪D-50516
10841,隧道六线,059L2672,S0I-067,沪D-50507
10841,隧道六线,059L2624,S0I-073,沪D-48491
10841,隧道六线,059L1915,S2F-049,沪B-22287
10841,隧道六线,059L1230,S0I-052,沪D-50503
10841,隧道六线,059L1637,S0I-054,沪D-50509
10841,隧道六线,053L0230,S0I-056,沪D-48455
10841,隧道六线,059L1017,S0I-058,沪D-48470
10841,隧道六线,059L2763,S0I-060,沪D-50501
10841,隧道六线,059L2513,S0I-061,沪D-50515
10841,隧道六线,053L0243,S0I-063,沪D-50502
10841,隧道六线,053L0291,S0I-065,沪D-50511
10841,隧道六线,053L0257,S0I-066,沪D-48452
10841,隧道六线,053L0223,S0I-068,沪D-50506
10841,隧道六线,059L0160,S0I-072,沪D-48426
10841,隧道六线,059L2258,S2F-045,沪B-22127
10841,隧道六线,059L0582,S2F-046,沪B-22286
10841,隧道六线,059L1820,S2F-048,沪B-22246
10841,隧道六线,059L3459,S2F-051,沪B-21167
10226,隧道三线,559L2617,S0E-123,沪B-22580
10226,隧道三线,559L1251,S0E-054,沪B-17273
10226,隧道三线,559L1981,S0E-066,沪B-17221
10226,隧道三线,559L2773,S0E-064,沪B-17267
10226,隧道三线,559L2654,S0E-063,沪B-17147
10226,隧道三线,559L2776,S0E-062,沪B-17246
10226,隧道三线,559L2774,S0E-061,沪B-17269
10226,隧道三线,559L1970,S0E-060,沪B-17173
10226,隧道三线,559L2540,S0E-059,沪B-17291
10226,隧道三线,559L2518,S0E-058,沪B-17302
10226,隧道三线,559L2601,S0E-055,沪B-16843
10226,隧道三线,559L2550,S0E-053,沪B-17285
10226,隧道三线,559L2034,S0E-125,沪B-22588
10226,隧道三线,559L2704,S0E-108,沪B-19141
10226,隧道三线,559L2604,S0E-107,沪B-19169
10226,隧道三线,559L2123,S0E-124,沪B-22559
10226,隧道三线,559L0128,S0E-065,沪B-16941
10226,隧道三线,559L2036,S0E-126,沪B-22581
10226,隧道三线,559L2544,S0E-042,沪B-17280
10226,隧道三线,559L2987,S0E-051,沪B-17318
10226,隧道三线,559L2745,S0E-052,沪B-17043
10226,隧道三线,559L2126,S0E-057,沪B-17243
10226,隧道三线,559L2961,S2F-102,沪B-25189
10226,隧道三线,559L1824,S0E-069,沪B-17259
10845,隧道夜宵线,550TST22,W0A-159,沪B-39741
10836,隧道一线,550A0105,W0A-093,沪B-27473
10836,隧道一线,550K0269,W0A-010,沪B-15918
10836,隧道一线,550K0298,W0A-089,沪B-27409
10836,隧道一线,550G0196,W0A-088,沪B-27485
10836,隧道一线,550K0238,W0A-087,沪B-27419
10836,隧道一线,550H0061,W0A-086,沪B-27452
10836,隧道一线,550G0033,S2F-090,沪B-25125
10836,隧道一线,550K0220,W0A-007,沪B-15976
10836,隧道一线,550H0078,W0A-092,沪B-27466
10836,隧道一线,550H0081,W0A-091,沪B-27488
10836,隧道一线,550J0628,W0A-090,沪B-27376
10836,隧道一线,550G0109,W0A-085,沪B-27422
10836,隧道一线,550G0197,W0A-084,沪B-27437
10836,隧道一线,550G0087,W0A-083,沪B-27407
10836,隧道一线,550G0019,W0A-082,沪B-27370
10836,隧道一线,550K0108,S2F-093,沪B-25098
10836,隧道一线,550K0228,S2F-092,沪B-25148
10836,隧道一线,550K0230,S2F-091,沪B-25147
20005,通勤车3,229L0611,S0H-035,沪B-32006
20005,通勤车3,223L0274,Z9B-035,沪B-29663
20005,通勤车3,229L0826,Z9B-026,沪B-29571
20005,通勤车3,223L0364,S0Y-018,沪D-58397
20005,通勤车3,229L0159,S0Y-019,沪D58409
11021,外高桥1路,220E0176,W9B-116,沪B-R2045
11021,外高桥1路,220Z0008,W9B-115,沪B-R7089
10533,外高桥3路,229L0168,Z9B-024,沪B-29679
10533,外高桥3路,229L0057,Z9B-023,沪B-29922
10533,外高桥3路,229L1247,Z9B-025,沪B-29607
10530,外高桥4路,229L1881,W9E-004,沪D-A3650
10530,外高桥4路,229L0760,W9E-005,沪D-A3509
10530,外高桥4路,229L0603,W9E-006,沪D-A3712
12093,新场1路,260E0618,W7A-053,沪B-R9662
12093,新场1路,260L0118,W7A-095,沪D-11638
12093,新场1路,260E0631,W7A-054,沪B-R9635
12094,新场2路,260E0612,W7A-055,沪B-R9617
12094,新场2路,260E0616,W7A-056,沪B-R9637
12095,新场3路,269L3448,W7C-057,沪DF9533
12095,新场3路,260E0716,W7A-057,沪B-R9669
60053,新场5路,260J0638,W7A-093,沪D11578
60053,新场5路,260L0130,W7A-094,沪D08489
10904,新川专线,229L0001,W9A-205,沪B-96241
10904,新川专线,220E0518,W9B-080,沪B-R7061
10904,新川专线,220E0874,W9B-082,沪B-R7072
10904,新川专线,220E0478,W9B-083,沪B-R7087
10904,新川专线,220E0264,W9B-084,沪B-R7069
10904,新川专线,220E0526,W9B-085,沪B-R7085
10904,新川专线,220E0215,W9B-086,沪B-R7007
10904,新川专线,220E0427,W9B-087,沪B-R7086
10904,新川专线,220E0157,W9B-088,沪B-R7033
10904,新川专线,220E0431,W9B-089,沪B-R7083
10904,新川专线,229L3347,W9D-041,沪D-58270
10904,新川专线,229L0816,W9D-040,沪D-58201
10904,新川专线,229L0857,W9D-039,沪D-58237
10904,新川专线,229L2074,W9D-037,沪D-58262
10904,新川专线,223L0346,W9D-036,沪D-58226
10904,新川专线,229L0007,W9D-035,沪D-58258
10904,新川专线,229L0179,W9A-218,沪B-94045
10904,新川专线,229L0166,W9A-220,沪B-96471
10904,新川专线,229L1260,W9A-216,沪B-95441
10904,新川专线,229L2532,W9D-038,沪D-58256
10904,新川专线,229L3393,W9D-034,沪D-58230
10904,新川专线,223L0351,W9A-221,沪B-95147
10904,新川专线,229L1254,W9A-204,沪B-95417
10904,新川专线,220E0500,W9B-081,沪B-R7090
10904,新川专线,229L2204,W9A-219,沪B-95247
10904,新川专线,229L0807,W9A-203,沪B-96541
10904,新川专线,229L0886,W9A-217,沪B-95473
10904,新川专线,229L2370,W9D-033,沪D-58180
10904,新川专线,229L0185,W9D-032,沪D-58170
10636,新芦专线,269L0584,S2F-106,沪B-26456
10636,新芦专线,269L0539,S0I-150,沪D-58472
10636,新芦专线,269L1565,L0H-051,沪D90932
10636,新芦专线,269L3023,L0H-050,沪D90948
10636,新芦专线,269L3322,L0H-049,沪D90971
10636,新芦专线,269L3140,L0H-055,沪D90938
10636,新芦专线,269L2789,S0I-142,沪D-68947
10636,新芦专线,269L2113,S2F-005,沪B-20776
10636,新芦专线,269L0777,S2F-006,沪B-20882
10636,新芦专线,269L0813,S2F-007,沪B-20899
10636,新芦专线,269L3148,S2F-104,沪B-26495
10636,新芦专线,269L0860,S2F-105,沪B-26247
10636,新芦专线,269L0103,S2F-107,沪B-26460
10636,新芦专线,269L0954,S2F-108,沪B-26472
10636,新芦专线,269L0867,S2F-110,沪B-26480
10636,新芦专线,269L2325,S0I-143,沪D-66472
10636,新芦专线,269L0829,S2F-103,沪B-26451
10636,新芦专线,269L0890,S2F-011,沪B-20887
10636,新芦专线,269L1930,S2F-010,沪B-20817
10636,新芦专线,269L1231,S2F-009,沪B-20900
10636,新芦专线,269L1194,S2F-008,沪B-20896
10636,新芦专线,269L3329,L0H-057,沪D90846
10636,新芦专线,269L0914,S0I-148,沪D-58441
12114,宣桥1路,260E0438,W7A-058,沪B-R9605
12114,宣桥1路,269L1652,W7C-018,沪D-C5850
60106,杨高包车,050TST89,S0E-014,沪B-17121
60106,杨高包车,05B00542,S0D-201,沪B-00542
105,杨高报废车,059L2224,X9B-050,沪B-23805
105,杨高报废车,059L1521,X9B-052,沪B-23796
105,杨高报废车,059L2315,X9B-056,沪B-23799
105,杨高报废车,059L1626,X9B-048,沪B-23811
105,杨高报废车,059L1679,X9B-049,沪B-23821
105,杨高报废车,059L1809,X9B-062,沪B-23771
105,杨高报废车,059L1891,X9B-058,沪B-23719
105,杨高报废车,059L1749,X9B-065,沪B-23810
105,杨高报废车,05TS1028,X9B-066,沪B-23789
105,杨高报废车,059L1677,X9B-064,沪B-23797
105,杨高报废车,059L1715,X9B-046,沪B-23803
105,杨高报废车,059L1908,X9B-060,沪B-23743
105,杨高报废车,05TS1004,X9B-042,沪B-23828
105,杨高报废车,05TS1001,X9B-039,沪B-23738
105,杨高报废车,05TS1002,X9B-040,沪B-23808
105,杨高报废车,05TS1003,X9B-041,沪B-23833
105,杨高报废车,059L1699,X9B-059,沪B-23778
105,杨高报废车,059L1512,X9B-063,沪B-23800
105,杨高报废车,05TS1029,X9B-070,沪B-23822
105,杨高报废车,059L1905,X9B-061,沪B-23737
105,杨高报废车,059L1617,X9B-047,沪B-23813
105,杨高报废车,059L2120,X9B-051,沪B-23540
105,杨高报废车,059L2356,X9B-053,沪B-23775
105,杨高报废车,059L1937,X9B-054,沪B-23806
105,杨高报废车,059L2135,X9B-057,沪B-23849
105,杨高报废车,05TS1005,X9B-043,沪B-23757
105,杨高报废车,059L1857,X9B-055,沪B-23798
105,杨高报废车,05TS1007,X9B-045,沪B-23768
105,杨高报废车,05TS1006,X9B-044,沪B-23788
1,杨高备车,059L2645,ZZZ-111,沪C-E4161
1,杨高备车,059L0026,W7B-013,沪D-50525
1,杨高备车,053L0168,S0D-036,沪A-T4930
1,杨高备车,05TST004,X9B-018,沪B-17366
1,杨高备车,050TST60,X9B-022,沪B-17410
1,杨高备车,05TST123,X9B-019,沪B-17372
11,杨高路救,059L2319,PJQX-002,沪B-E0425
11,杨高路救,059L0853,PJQX-003,沪B-43938
11,杨高路救,050G0120,X0B-063,沪B-80229
11,杨高路救,050H0153,X0B-066,沪B-90902
11,杨高路救,059L3021,PJQX-001,沪B-21733
11067,洋山专线,260J0322,L2B-029,沪B-67257
11067,洋山专线,260J0542,L2B-028,沪B-67486
11067,洋山专线,260L0245,L2B-010,沪B-47035
110671,洋山专线区间,269L0699,L2B-032,沪B-67392
110671,洋山专线区间,269L3228,L2B-030,沪B-67399
110671,洋山专线区间,269L1094,L2B-031,沪B-67153
20043,一分备车,229L1165,W9A-155,沪B-81742
20043,一分备车,229L0659,W9A-202,沪B-95741
20043,一分备车,229L2660,W7B-034,沪D-39303
20043,一分备车,229L0243,S0F-019,沪B-80722
20043,一分备车,229L2633,W9A-098,沪B-82165
20043,一分备车,220E0172,W9B-091,沪B-R7065
20043,一分备车,229L0071,W9A-001,沪B-49749
20043,一分备车,220G0041,W9A-163,沪B-85441
20043,一分备车,229L0756,W9A-167,沪B-86127
20043,一分备车,229L1769,Z9B-001,沪B-29655
20043,一分备车,229L1654,W7B-040,沪D-39330
20043,一分备车,229L0220,W9A-086,沪B-82277
20043,一分备车,229L1054,W9A-089,沪B-82246
20043,一分备车,229L1292,W9A-279,沪B-D2409
20043,一分备车,229L0598,W9A-002,沪B-49849
20066,一分定班,229L1714,W1B-035,沪D-B9037
12085,张江1路,050E0503,X9B-072,沪B-26603
12085,张江1路,059L1952,X9B-071,沪B-26669
12085,张江1路,059L2085,X9B-074,沪B-26599
12085,张江1路,059L3129,X9B-077,沪B-26622
12085,张江1路,059L1844,X9B-079,沪B-26571
12085,张江1路,059L2029,X9B-080,沪B-26662
12085,张江1路,059L2255,X9B-087,沪B-26471
12085,张江1路,059L2358,X9B-179,沪B-49670
12085,张江1路,059L2172,X9B-073,沪B-26608
12085,张江1路,059L1953,X0B-018,沪B-27692
12085,张江1路,059L1933,X9B-084,沪B-27059
12085,张江1路,059L2054,X9B-180,沪B-49715
12085,张江1路,059L2173,X0B-022,沪B-28068
12085,张江1路,059L1751,X9B-078,沪B-26628
12085,张江1路,059L2666,X9B-075,沪B-26650
120851,张江1路区间,059L2551,X0B-010,沪B-27921
120851,张江1路区间,059L1672,X9B-224,沪B-55437
120851,张江1路区间,059L2225,X0B-007,沪B-27731
120851,张江1路区间,059L2068,X0B-013,沪B-28055
120851,张江1路区间,059L2222,X0B-005,沪B-28080
120851,张江1路区间,059L2136,X0B-011,沪B-27957
120851,张江1路区间,059L2158,X0B-012,沪B-28023
120851,张江1路区间,059L2088,X0B-014,沪B-28077
120851,张江1路区间,059L1368,X9B-288,沪B-61089
120851,张江1路区间,059L2343,X0B-068,沪B-D1483
20002,张江短驳,220G0075,S0G-058,沪B-80897
20002,张江短驳,220H0137,S0H-045,沪B-42411
20002,张江短驳,220E0625,W7A-030,沪B-R9711
20002,张江短驳,220E0506,W7A-029,沪B-R6745
20002,张江短驳,220L0037,W7A-074,沪B-T4139
20002,张江短驳,220K0264,W9A-166,沪B-85740
10929,张江环线,220E0138,S0G-062,沪B-80740
10929,张江环线,220E0442,S0G-064,沪B-80772
10929,张江环线,229L1380,W7B-077,沪D-68543
10929,张江环线,220K0057,S0G-040,沪B-67468
10929,张江环线,220E0045,S0G-026,沪B-67237
10929,张江环线,220E0177,S0G-063,沪B-80743
10930,张南专线,269L2945,W9E-010,沪D99983
10930,张南专线,269L2399,W9E-016,沪D99996
10930,张南专线,269L2737,W9E-017,沪D99978
10930,张南专线,269L0143,W9E-018,沪D94247
10930,张南专线,269L2927,W9E-019,沪D99995
10930,张南专线,269L0935,W9E-008,沪D99842
10930,张南专线,269L1589,W9E-009,沪D94490
10930,张南专线,269L2521,W9D-047,沪D-77899
10930,张南专线,269L3361,W9D-048,沪D-77889
10930,张南专线,269L2327,W9D-050,沪D-77740
10930,张南专线,269L1911,W9D-051,沪D-77640
10930,张南专线,269L1803,W9D-053,沪D-77879
10930,张南专线,269L0145,W9D-054,沪D-77762
10930,张南专线,263L0131,W9D-049,沪D-77887
10930,张南专线,269L2577,W0B-012,沪B-D2115
10930,张南专线,269L1041,W9D-055,沪D-77890
10930,张南专线,269L1383,W0B-002,沪B-D2145
10930,张南专线,269L0784,W0B-004,沪B-H1229
10930,张南专线,263L0279,W0B-006,沪B-D2149
10930,张南专线,269L0694,W0B-007,沪B-D2146
10930,张南专线,269L2740,W9E-015,沪D99963
10930,张南专线,269L1701,W9E-014,沪D99862
10930,张南专线,269L2855,W9E-013,沪D99970
10930,张南专线,269L0892,W9E-012,沪D99973
10930,张南专线,269L3371,W9E-011,沪D94491
10930,张南专线,269L0969,W9A-026,沪B-78541
10930,张南专线,269L0920,W0B-016,沪B-D2142
10930,张南专线,269L0994,W0B-015,沪B-D2046
10930,张南专线,269L1048,W0B-014,沪B-D2043
10930,张南专线,269L1138,W0B-011,沪B-D1792
10930,张南专线,269L1129,W0B-019,沪B-D2147
10930,张南专线,269L2335,W9D-052,沪D-77888
10930,张南专线,269L1281,W0B-010,沪B-D2025
60027,周康10路,050K0211,W7A-060,沪B-T4236
60027,周康10路,050H0134,W7A-062,沪B-T4199
60027,周康10路,050K0226,W7A-061,沪B-T4122
11094,周康1路,050G0031,S0D-200,沪B-00625
11094,周康1路,050H0215,S0D-252,沪B-02825
11094,周康1路,050H0155,S0D-202,沪B-00676
11094,周康1路,059L3049,W1A-076,沪D-A0877
11094,周康1路,059L3116,W1A-077,沪D-A0991
11094,周康1路,053L0308,W1A-078,沪D-A0840
11095,周康2路,050E0041,Y9B-003,沪B-62991
11095,周康2路,050E0039,Y9B-002,沪B-62967
11095,周康2路,050E0042,Y9B-008,沪B-62491
11095,周康2路,050E0038,Y9B-004,沪B-62920
11096,周康3路,050E0484,Y9B-011,沪B-62905
11096,周康3路,050E0043,Y9B-006,沪B-62977
11097,周康4路,050A0114,Y9B-007,沪B-62993
11097,周康4路,050E0037,Y9B-001,沪B-62997
11097,周康4路,050H0171,Y9B-009,沪B-62979
11098,周康5路,050E0046,Y9B-010,沪B-62930
11098,周康5路,050E0562,Y9B-005,沪B-62988
11098,周康5路,059L0785,W9A-251,沪B-D2379
11098,周康5路,050K0100,X9B-021,沪B-17270
12077,周康6路,050E0623,Y9B-012,沪B-62992
12077,周康6路,050E0140,Y9B-014,沪B-75806
12077,周康6路,050E0047,Y9B-013,沪B-75783
12210,周康8路,050L0099,S7A-002,沪B-L1245
90008,周康9路,050L0180,S2F-033,沪B-20703
90008,周康9路,050G0068,S2F-026,沪B-20743
90008,周康9路,050G0132,S2F-004,沪B-20737
90008,周康9路,050J0663,S2F-003,沪B-20750
90008,周康9路,050H0023,S2F-001,沪B-20640
90008,周康9路,050H0917,S2F-002,沪B-20690
90008,周康9路,059L3047,W1A-044,沪D-94182
90008,周康9路,050K0205,S2F-035,沪B-20679
90008,周康9路,050K0216,S2F-030,沪B-20641
90008,周康9路,050A0119,S2F-029,沪B-20793
90008,周康9路,050K0279,S2F-028,沪B-20668
90008,周康9路,050J0368,S2F-034,沪B-20637
90008,周康9路,050K0078,S2F-025,沪B-20725
90008,周康9路,050K0081,S2F-027,沪B-20718
10938,周南线,269L1272,S0E-076,沪B-18705
10938,周南线,269L1197,S0E-250,沪B-53720
10938,周南线,269L0580,S0E-153,沪B-23167
10938,周南线,269L1130,S0E-154,沪B-23207
10938,周南线,263L0271,S0E-156,沪B-22949
10938,周南线,269L0787,S0E-157,沪B-23187
10938,周南线,269L3248,S0E-158,沪B-23202
10938,周南线,269L0065,S0E-159,沪B-23219
10938,周南线,269L1284,S0E-160,沪B-23206
10938,周南线,269L1103,S0E-161,沪B-23159
10938,周南线,269L1148,S0E-073,沪B-18838
10938,周南线,269L0613,S0E-091,沪B-18497
10938,周南线,269L2293,S0E-092,沪B-18755
10938,周南线,269L2754,S0E-095,沪B-18882
10938,周南线,269L0905,S0E-096,沪B-18849
10938,周南线,263L0155,S0E-097,沪B-18727
10938,周南线,269L1108,S0E-098,沪B-18787
10938,周南线,263L0209,S0E-099,沪B-18842
10938,周南线,269L1104,S0E-100,沪B-18905
10938,周南线,269L1112,S0E-241,沪B-51149
10938,周南线,269L1002,S2B-050,沪B-D0493
10938,周南线,269L1635,S2B-051,沪B-D0576
10938,周南线,260E0262,S0E-259,沪B-67031
10938,周南线,269L0060,S0E-137,沪B-23043
10938,周南线,269L0990,S0E-240,沪B-51146
10938,周南线,269L1031,S0E-255,沪B-67166
10938,周南线,263L0211,S0E-074,沪B-18821
10938,周南线,269L1005,S0E-081,沪B-18827
10938,周南线,269L2024,S0E-084,沪B-18901
10938,周南线,269L1051,S0E-087,沪B-19102
10938,周南线,269L2282,S0E-075,沪B-18645
90010,周浦包车,05ZPB001,ZPB-001,ZPB001
90009,周浦交通车,0,ZPJT-001,11111
90009,周浦交通车,050A0004,ZPJT-002,沪BL1277
12099,祝桥1路,269L3272,W7C-056,沪D-F9523
12099,祝桥1路,269L0002,K7C-046,沪B-D1040
12100,祝桥2路,260L0151,J7A-017,沪B-85378
12100,祝桥2路,260L0149,J7A-021,沪B-85221
12100,祝桥2路,269L0131,W7C-020,沪DC5752
12100,祝桥2路,260H0294,J7A-019,沪B-85297
12100,祝桥2路,260L0132,J7A-018,沪B-85235
88888,祝桥3路,260E0460,W7A-033,沪B-R9595
88888,祝桥3路,260E0200,W7A-034,沪B-R9590
60006,自贸试验区洋山1线,269L3406,W9H-065,沪D-G0048
60006,自贸试验区洋山1线,269L3429,W9H-066,沪D-G0206
60006,自贸试验区洋山1线,269L3334,W9H-067,沪D-G0201
10644,闵行20路,559L1050,W0F-033,沪D-55428
10644,闵行20路,559L0048,W0F-037,沪D-55243
10644,闵行20路,559L3324,W0F-035,沪D-55397
10644,闵行20路,559L0509,W0F-083,沪D-58341
10644,闵行20路,559L1984,S0E-189,沪B-23208
10644,闵行20路,559L2357,S0E-131,沪B-22527
10644,闵行20路,559L0731,W0F-085,沪D-58342
10644,闵行20路,559L0233,W0F-086,沪D-58293
10644,闵行20路,559L2354,S2F-082,沪B-25121
10644,闵行20路,559L0249,W0F-087,沪D-58213
10644,闵行20路,553L0176,W0F-088,沪D-58337
10644,闵行20路,559L2526,W2A-011,沪B-44485
10644,闵行20路,559L0976,W2A-012,沪B-44511
10644,闵行20路,559L2619,W2A-010,沪B-44508
10644,闵行20路,559L0227,W0F-081,沪D-58333
10644,闵行20路,559L0910,W0F-082,沪D-58340
10644,闵行20路,559L0520,W0F-084,沪D-58345
10644,闵行20路,559L2067,W2A-001,沪B-44480
10644,闵行20路,559L2791,S0E-190,沪B-23210
10644,闵行20路,559L2205,S0E-193,沪B-23263
10644,闵行20路,559L2520,S2F-074,沪B-25060
10644,闵行20路,559L0037,W0F-032,沪D-55435
10644,闵行20路,559L1099,W2A-007,沪B-44443
10644,闵行20路,559L1943,W2A-009,沪B-44049
10644,闵行20路,559L2874,W0F-036,沪D-55389
10644,闵行20路,559L0045,W0F-034,沪D-55340
,,5520016F,S0D-142,沪A-T9537
,,5520014F,S0D-139,沪A-T9437
,,5520015F,S0D-138,沪A-T9413
,,5520009F,S0D-133,沪A-T9522
,,5520007F,S0D-092,沪A-T7910
,,260G0045,J7A-024,沪B-85336
,,26B80448,WOA-135,沪B80448
,,26B80347,WOA-150,沪B80347
,,26B80467,WOA-151,沪B80467
,,05AS1680,S2D-001,沪A-S1680
,,050TST99,X9B-006,沪B-10447
,,05TS1027,X9B-016,沪B-17247
,,05AS2872,S0A-093,沪A-S2872
,,22B26897,JLK-009,沪B-26897
,,05T99985,S0D-061,沪A-T7623
,,05TE0001,S0D-103,沪A-T9263
,,05AS1725,S2D-009,沪A-S1725
,,05B03957,S0D-268,沪B-03957
,,05FA7E90,FA7E90,沪FA7E90
,,059L3323,CSX-009,CSX-009
,,050TST92,CSX-011,CSX-011
,,05TST118,CSX-013,CSX-013
,,05TST114,CSX-014,CSX-014
,,550TST11,S0C-030,沪A-S7471
,,550H0035,S0C-033,沪A-S7262
,,550H0017,S0C-037,沪A-S7429
,,050A0064,X9B-027,沪B-17428
,,050TST19,S0D-375,沪B-07730
,,050K0206,S0D-065,沪A-T7879
,,050TEST4,S0D-194,沪A-T9700
,,050TST18,S0D-192,沪A-T9738
,,059L3270,CSX-007,CSX-007
,,050TST96,CSX-008,CSX-008
,,05TST107,CSX-010,CSX-010
,,050TST95,CSX-015,CSX-015
,,05AT9677,S0D-184,沪A-T9677
,,050TST40,S0D-193,沪A-T9672
,,55B03552,S0D-360,沪B-03552
,,55B03547,S0D-362,沪B-03547
,,220TST58,L0A-021,沪B-01125
,,05T99982,S0D-222,沪B-01928
,,050H0184,S0D-156,沪A-T9453
,,55AT8012,S0D-101,沪A-T8012
,,559L2552,X9B-293,沪B-33053
,,55B02783,S0D-245,沪B-02783
,,55B03915,S0D-281,沪B-03915
,,050H0157,S0D-253,沪B-02816
,,050TST23,S0D-053,沪A-T7277
,,55B03856,S0D-272,沪B-03856
,,550E0234,S7A-024,沪B-Q3432
,,05TS1010,X9B-097,沪B-27170
,,050E0472,W9B-143,沪B-R7146
,,050E0432,W9B-144,沪B-R2908
,,059L1726,S0E-008,沪B-17117
,,5520011F,S0D-135,沪A-T9420
,,053G0012,ZZZ-222,沪C-E4162
,,05T99999,S0D-197,沪A-T9692
,,050TST42,S0D-074,沪A-T8415
,,229L3401,W7C-066,沪D-G4193
,,229L3277,W1S-002,沪D-D7928
,,229L3260,W1S-003,沪D-D7542
,,5520023F,S2C-090,沪A-H6045
,,229L3304,W1S-006,沪D-D7850
,,05TE0002,S0D-191,沪A-T9658
,,050E0058,S0D-366,沪B-07747
,,050TEST2,S0D-319,沪B-04765
,,550K0250,W0A-006,沪B-15912
,,050TST90,CSX-012,CSX-0121
,,050TEST0,YGT-001,000009
,,550K0273,S7A-008,沪BL1316
,,5520019F,S0D-302,沪B-04033
,,5520018F,S0D-283,沪B-03948
,,5520017F,S0D-172,沪A-T9443
,,05P2J002,P2J-002,沪Z-PJ222
,,05P2J003,P2J-003,沪Z-PJ333
,,05P2J004,P2J-004,沪Z-PJ444
